videoId,raceId,focusDriverId,category,title,publishDatetime,durationSeconds,views,likes,comments,avgViewPct,engagement_rate,total_watch_time_hours,season,country,driverId,teamId,position,points,status,content_period
5135,202405.0,2.0,driver-focus,Mateo Vidal: the story so far,2024-05-04 10:59:18,1290,53700.0,1891.0,194.0,43.7,3.88,8409.0,2024.0,Italy,2.0,1.0,8.0,4.0,Finished,Race Season
5136,202406.0,-1.0,race-recap,Nordbahn Grand Prix 2024 race highlights and analysis,2024-05-14 23:36:05,1275,93740.0,3552.0,180.0,48.1,3.98,15969.0,2024.0,Germany,,,,,,Race Season
5137,202406.0,6.0,driver-focus,Willem Lindqvist: the story so far,2024-05-16 08:11:25,1020,57496.0,2480.0,191.0,44.3,4.65,7217.0,2024.0,Germany,6.0,3.0,12.0,0.0,Finished,Race Season
5138,202406.0,4.0,driver-focus,Elodie Marchand: the story so far,2024-05-16 20:34:54,930,46256.0,1983.0,146.0,50.7,4.6,6058.0,2024.0,Germany,4.0,2.0,1.0,25.0,Finished,Race Season
5139,202406.0,-1.0,tech-analysis,How the cars evolved for Nordbahn Grand Prix 2024,2024-05-17 17:12:02,915,51177.0,1873.0,173.0,45.5,4.0,5918.0,2024.0,Germany,,,,,,Race Season
5140,202407.0,-1.0,race-recap,Harbourside Grand Prix 2024 race highlights and analysis,2024-05-28 00:44:31,840,109953.0,4244.0,169.0,49.9,4.01,12802.0,2024.0,Australia,,,,,,Race Season
5141,202407.0,8.0,driver-focus,Rhys Duffy: the story so far,2024-05-28 09:47:43,840,67428.0,3056.0,207.0,44.4,4.84,6986.0,2024.0,Australia,8.0,4.0,16.0,0.0,Finished,Race Season
5142,202407.0,4.0,driver-focus,Elodie Marchand: the story so far,2024-05-30 19:04:18,1335,44131.0,1797.0,77.0,51.8,4.25,8477.0,2024.0,Australia,4.0,2.0,9.0,2.0,Finished,Race Season
5143,202408.0,-1.0,qualifying-report,Vallee Verte Grand Prix 2024 qualifying report,2024-06-08 17:47:54,1305,48986.0,1750.0,115.0,49.0,3.81,8701.0,2024.0,France,,,,,,Race Season
5144,202408.0,-1.0,race-recap,Vallee Verte Grand Prix 2024 race highlights and analysis,2024-06-10 00:07:37,1335,83435.0,4341.0,191.0,45.4,5.43,14047.0,2024.0,France,,,,,,Race Season
5145,202408.0,-1.0,tech-analysis,How the cars evolved for Vallee Verte Grand Prix 2024,2024-06-12 20:39:14,1305,66607.0,2965.0,214.0,45.7,4.77,11034.0,2024.0,France,,,,,,Race Season
5146,202408.0,21.0,driver-focus,Casper Holm: the story so far,2024-06-12 23:04:36,1275,61653.0,3058.0,172.0,47.6,5.24,10394.0,2024.0,France,,,,,,Race Season
5147,202409.0,-1.0,qualifying-report,Aurora Grand Prix 2024 qualifying report,2024-06-22 09:18:29,1065,70625.0,2532.0,227.0,46.9,3.91,9799.0,2024.0,Canada,,,,,,Race Season
5148,202409.0,-1.0,race-recap,Aurora Grand Prix 2024 race highlights and analysis,2024-06-23 05:46:27,510,68460.0,3285.0,163.0,47.8,5.04,4636.0,2024.0,Canada,,,,,,Race Season
5149,202409.0,4.0,driver-focus,Elodie Marchand: the story so far,2024-06-24 03:31:15,1140,78480.0,2104.0,169.0,43.7,2.9,10860.0,2024.0,Canada,4.0,2.0,1.0,25.0,Finished,Race Season
5150,202409.0,6.0,driver-focus,Willem Lindqvist: the story so far,2024-06-26 15:14:46,1365,43373.0,1849.0,180.0,45.9,4.68,7549.0,2024.0,Canada,6.0,3.0,-1.0,0.0,Suspension,Race Season
5151,202410.0,-1.0,qualifying-report,Al Dhafra Grand Prix 2024 qualifying report,2024-07-05 03:57:06,540,52734.0,2831.0,159.0,51.1,5.67,4042.0,2024.0,United Arab Emirates,,,,,,Race Season
5152,202410.0,-1.0,race-recap,Al Dhafra Grand Prix 2024 race highlights and analysis,2024-07-06 05:29:20,1380,158421.0,6192.0,610.0,42.0,4.29,25506.0,2024.0,United Arab Emirates,,,,,,Race Season
5153,202410.0,21.0,driver-focus,Casper Holm: the story so far,2024-07-07 14:53:11,840,42212.0,2033.0,154.0,42.8,5.18,4216.0,2024.0,United Arab Emirates,,,,,,Race Season
5154,202410.0,21.0,driver-focus,Casper Holm: the story so far,2024-07-07 18:29:50,960,58986.0,2758.0,156.0,52.3,4.94,8227.0,2024.0,United Arab Emirates,,,,,,Race Season
5155,202411.0,-1.0,qualifying-report,Tafelberg Grand Prix 2024 qualifying report,2024-07-17 17:04:07,480,57420.0,2931.0,115.0,44.8,5.3,3430.0,2024.0,South Africa,,,,,,Race Season
5156,202411.0,-1.0,race-recap,Tafelberg Grand Prix 2024 race highlights and analysis,2024-07-19 00:18:55,1275,135240.0,5779.0,534.0,50.1,4.67,23997.0,2024.0,South Africa,,,,,,Race Season
5157,202411.0,1.0,driver-focus,Kasper Renn: the story so far,2024-07-21 15:31:27,1005,34213.0,1535.0,72.0,40.2,4.7,3840.0,2024.0,South Africa,1.0,1.0,1.0,25.0,Finished,Race Season
5158,202412.0,-1.0,race-recap,Serra Dourada Grand Prix 2024 race highlights and analysis,2024-08-01 13:11:40,690,149671.0,5676.0,663.0,37.5,4.24,10758.0,2024.0,Brazil,,,,,,Race Season
5159,202412.0,2.0,driver-focus,Mateo Vidal: the story so far,2024-08-02 05:11:16,630,47981.0,1822.0,145.0,50.4,4.1,4232.0,2024.0,Brazil,2.0,1.0,2.0,18.0,Finished,Race Season
5160,202412.0,21.0,driver-focus,Casper Holm: the story so far,2024-08-02 12:54:10,1200,105723.0,3520.0,346.0,51.6,3.66,18184.0,2024.0,Brazil,,,,,,Race Season
5161,202412.0,-1.0,tech-analysis,How the cars evolved for Serra Dourada Grand Prix 2024,2024-08-03 12:50:28,1020,50232.0,2621.0,137.0,41.4,5.49,5892.0,2024.0,Brazil,,,,,,Race Season
5162,202413.0,-1.0,race-recap,Baltica Grand Prix 2024 race highlights and analysis,2024-08-13 22:12:19,1155,205924.0,8734.0,820.0,47.7,4.64,31514.0,2024.0,Poland,,,,,,Race Season
5163,202413.0,1.0,driver-focus,Kasper Renn: the story so far,2024-08-15 18:39:02,1215,63744.0,1909.0,153.0,44.2,3.23,9509.0,2024.0,Poland,1.0,1.0,1.0,25.0,Finished,Race Season
5164,202414.0,-1.0,qualifying-report,Marina Bay East Grand Prix 2024 qualifying report,2024-08-25 23:34:12,1200,41032.0,1726.0,119.0,41.6,4.5,5690.0,2024.0,Singapore,,,,,,Race Season
5165,202414.0,-1.0,race-recap,Marina Bay East Grand Prix 2024 race highlights and analysis,2024-08-27 02:35:54,1245,87861.0,3756.0,94.0,46.1,4.38,14008.0,2024.0,Singapore,,,,,,Race Season
5166,202414.0,-1.0,tech-analysis,How the cars evolved for Marina Bay East Grand Prix 2024,2024-08-28 12:23:17,1365,70744.0,3286.0,156.0,54.1,4.87,14512.0,2024.0,Singapore,,,,,,Race Season
5167,202414.0,1.0,driver-focus,Kasper Renn: the story so far,2024-08-28 14:52:28,1005,52439.0,2240.0,135.0,47.2,4.53,6910.0,2024.0,Singapore,1.0,1.0,2.0,18.0,Finished,Race Season
5168,202414.0,4.0,driver-focus,Elodie Marchand: the story so far,2024-08-30 06:01:52,1005,86355.0,3977.0,198.0,51.8,4.83,12488.0,2024.0,Singapore,4.0,2.0,15.0,0.0,Finished,Race Season
5169,202415.0,-1.0,qualifying-report,Highlands Grand Prix 2024 qualifying report,2024-09-08 02:14:52,1230,61733.0,1824.0,223.0,44.6,3.32,9407.0,2024.0,Netherlands,,,,,,Race Season
5170,202415.0,-1.0,race-recap,Highlands Grand Prix 2024 race highlights and analysis,2024-09-09 03:16:33,960,255353.0,12928.0,869.0,50.9,5.4,34660.0,2024.0,Netherlands,,,,,,Race Season
5171,202415.0,21.0,driver-focus,Casper Holm: the story so far,2024-09-10 14:40:15,825,95510.0,4126.0,88.0,48.8,4.41,10681.0,2024.0,Netherlands,,,,,,Race Season
5172,202415.0,21.0,driver-focus,Casper Holm: the story so far,2024-09-11 19:36:56,1305,80077.0,3821.0,187.0,47.8,5.01,13875.0,2024.0,Netherlands,,,,,,Race Season
5173,202416.0,-1.0,qualifying-report,Sierra Nevada Grand Prix 2024 qualifying report,2024-09-21 13:17:22,1380,67323.0,3035.0,283.0,43.3,4.93,11174.0,2024.0,Mexico,,,,,,Race Season
5174,202416.0,-1.0,race-recap,Sierra Nevada Grand Prix 2024 race highlights and analysis,2024-09-22 16:05:50,1470,162935.0,6460.0,339.0,50.5,4.17,33599.0,2024.0,Mexico,,,,,,Race Season
5175,202416.0,4.0,driver-focus,Elodie Marchand: the story so far,2024-09-23 22:08:45,1080,91444.0,3776.0,327.0,43.9,4.49,12043.0,2024.0,Mexico,4.0,2.0,3.0,15.0,Finished,Race Season
5176,202417.0,-1.0,race-recap,Danube Grand Prix 2024 race highlights and analysis,2024-10-05 20:25:30,1410,134140.0,4865.0,474.0,39.4,3.98,20700.0,2024.0,Hungary,,,,,,Race Season
5177,202417.0,6.0,driver-focus,Willem Lindqvist: the story so far,2024-10-07 08:57:54,870,71031.0,2496.0,318.0,40.4,3.96,6935.0,2024.0,Hungary,6.0,3.0,8.0,4.0,Finished,Race Season
5178,202417.0,8.0,driver-focus,Rhys Duffy: the story so far,2024-10-07 12:11:56,660,55111.0,2800.0,156.0,53.2,5.36,5375.0,2024.0,Hungary,8.0,4.0,6.0,8.0,Finished,Race Season
5179,202418.0,-1.0,qualifying-report,Fjordland Grand Prix 2024 qualifying report,2024-10-16 21:27:58,1020,107172.0,4168.0,518.0,38.1,4.37,11569.0,2024.0,Norway,,,,,,Race Season
5180,202418.0,-1.0,race-recap,Fjordland Grand Prix 2024 race highlights and analysis,2024-10-18 07:41:20,1020,161946.0,5262.0,552.0,48.8,3.59,22392.0,2024.0,Norway,,,,,,Race Season
5181,202418.0,8.0,driver-focus,Rhys Duffy: the story so far,2024-10-20 13:35:41,870,84540.0,3450.0,312.0,58.2,4.45,11891.0,2024.0,Norway,8.0,4.0,3.0,15.0,Finished,Race Season
5182,202418.0,8.0,driver-focus,Rhys Duffy: the story so far,2024-10-20 15:47:19,1110,103908.0,5074.0,292.0,47.3,5.16,15154.0,2024.0,Norway,8.0,4.0,3.0,15.0,Finished,Race Season
5183,202419.0,-1.0,race-recap,Atlas Grand Prix 2024 race highlights and analysis,2024-10-31 13:23:28,915,165264.0,6902.0,562.0,54.2,4.52,22766.0,2024.0,Morocco,,,,,,Race Season
5184,202419.0,21.0,driver-focus,Casper Holm: the story so far,2024-11-02 08:04:41,1005,92061.0,3811.0,308.0,49.9,4.47,12824.0,2024.0,Morocco,,,,,,Race Season
5185,202419.0,8.0,driver-focus,Rhys Duffy: the story so far,2024-11-02 12:11:50,510,66595.0,2748.0,159.0,48.5,4.37,4576.0,2024.0,Morocco,8.0,4.0,4.0,12.0,Finished,Race Season
5186,202419.0,-1.0,tech-analysis,How the cars evolved for Atlas Grand Prix 2024,2024-11-03 11:49:18,780,42170.0,1806.0,113.0,46.0,4.55,4203.0,2024.0,Morocco,,,,,,Race Season
5187,202420.0,-1.0,qualifying-report,Emerald Grand Prix 2024 qualifying report,2024-11-12 02:57:07,1170,41722.0,2056.0,157.0,53.3,5.3,7227.0,2024.0,Ireland,,,,,,Race Season
5188,202420.0,-1.0,race-recap,Emerald Grand Prix 2024 race highlights and analysis,2024-11-12 19:06:33,540,160722.0,6987.0,563.0,45.4,4.7,10945.0,2024.0,Ireland,,,,,,Race Season
5189,202420.0,1.0,driver-focus,Kasper Renn: the story so far,2024-11-14 18:09:36,540,89170.0,3941.0,250.0,38.8,4.7,5190.0,2024.0,Ireland,1.0,1.0,1.0,25.0,Finished,Race Season
5190,202421.0,-1.0,race-recap,Golden Gate Grand Prix 2024 race highlights and analysis,2024-11-26 16:20:17,810,233219.0,9727.0,869.0,54.7,4.54,28703.0,2024.0,United States,,,,,,Race Season
5191,202421.0,2.0,driver-focus,Mateo Vidal: the story so far,2024-11-27 17:09:48,1080,86140.0,4128.0,315.0,49.9,5.16,12895.0,2024.0,United States,2.0,1.0,3.0,15.0,Finished,Race Season
5192,202421.0,-1.0,tech-analysis,How the cars evolved for Golden Gate Grand Prix 2024,2024-11-27 23:33:40,1335,95869.0,3122.0,224.0,44.8,3.49,15927.0,2024.0,United States,,,,,,Race Season
5193,202422.0,-1.0,qualifying-report,Apex City Grand Prix 2024 qualifying report,2024-12-08 03:38:16,480,42123.0,1800.0,185.0,45.9,4.71,2578.0,2024.0,United Arab Emirates,,,,,,Race Season
5194,202422.0,-1.0,race-recap,Apex City Grand Prix 2024 race highlights and analysis,2024-12-09 04:29:18,1455,189037.0,6965.0,588.0,55.3,4.0,42251.0,2024.0,United Arab Emirates,,,,,,Race Season
5195,202422.0,4.0,driver-focus,Elodie Marchand: the story so far,2024-12-11 09:51:28,555,97609.0,3821.0,335.0,42.9,4.26,6456.0,2024.0,United Arab Emirates,4.0,2.0,10.0,1.0,Finished,Race Season
5196,202422.0,2.0,driver-focus,Mateo Vidal: the story so far,2024-12-12 07:28:08,675,99782.0,4480.0,328.0,43.3,4.82,8101.0,2024.0,United Arab Emirates,2.0,1.0,12.0,0.0,Finished,Race Season
5197,,-1.0,off-season,Engine suppliers explained | 2025,2025-01-08 18:00:00,765,41644.0,1743.0,171.0,39.0,4.6,3451.0,2025.0,,,,,,,Off-Season
5198,,-1.0,off-season,Season preview | 2025,2025-01-10 18:00:00,570,42323.0,1972.0,139.0,52.0,4.99,3485.0,2025.0,,,,,,,Off-Season
5199,,-1.0,off-season,Rule changes explained | 2025,2025-01-12 16:00:00,900,36892.0,1245.0,116.0,52.3,3.69,4824.0,2025.0,,,,,,,Off-Season
5200,,-1.0,off-season,Technical regulations deep dive | 2025,2025-01-13 18:00:00,810,58168.0,2636.0,231.0,44.1,4.93,5772.0,2025.0,,,,,,,Off-Season
5201,,-1.0,off-season,Drivers to watch | 2025,2025-01-23 17:00:00,1035,57158.0,2432.0,181.0,51.8,4.57,8512.0,2025.0,,,,,,,Off-Season
5202,,-1.0,off-season,Predictions show | 2025,2025-02-05 16:00:00,1050,40525.0,1939.0,115.0,40.7,5.07,4811.0,2025.0,,,,,,,Off-Season
5203,,-1.0,off-season,Calendar guide | 2025,2025-02-07 18:00:00,1455,48911.0,2056.0,174.0,42.1,4.56,8322.0,2025.0,,,,,,,Off-Season
5204,,-1.0,off-season,Team launch roundup | 2025,2025-02-15 16:00:00,600,20593.0,860.0,60.0,44.9,4.47,1541.0,2025.0,,,,,,,Off-Season
5205,,-1.0,off-season,Fantasy league launch | 2025,2025-02-15 17:00:00,855,45207.0,1709.0,127.0,53.2,4.06,5712.0,2025.0,,,,,,,Off-Season
5206,,-1.0,off-season,Pre-season testing analysis | 2025,2025-02-15 18:00:00,810,50539.0,2404.0,134.0,44.7,5.02,5083.0,2025.0,,,,,,,Off-Season
5207,202501.0,-1.0,qualifying-report,Silverpine Grand Prix 2025 qualifying report,2025-03-09 08:55:35,555,98315.0,3871.0,261.0,45.1,4.2,6836.0,2025.0,United Kingdom,,,,,,Race Season
5208,202501.0,-1.0,race-recap,Silverpine Grand Prix 2025 race highlights and analysis,2025-03-10 02:09:32,1275,241618.0,6827.0,754.0,54.4,3.14,46552.0,2025.0,United Kingdom,,,,,,Race Season
5209,202501.0,3.0,driver-focus,Luca Imai: the story so far,2025-03-12 08:52:45,990,199347.0,7895.0,552.0,52.2,4.24,28616.0,2025.0,United Kingdom,3.0,2.0,4.0,12.0,Finished,Race Season
5210,202501.0,3.0,driver-focus,Luca Imai: the story so far,2025-03-13 08:58:24,990,103725.0,3669.0,193.0,53.0,3.72,15118.0,2025.0,United Kingdom,3.0,2.0,4.0,12.0,Finished,Race Season
5211,202502.0,-1.0,race-recap,Costa Azul Grand Prix 2025 race highlights and analysis,2025-03-23 03:36:13,480,163923.0,5709.0,495.0,56.7,3.78,12393.0,2025.0,Spain,,,,,,Race Season
5212,202502.0,-1.0,tech-analysis,How the cars evolved for Costa Azul Grand Prix 2025,2025-03-25 20:05:31,1320,72765.0,3095.0,183.0,46.0,4.5,12273.0,2025.0,Spain,,,,,,Race Season
5213,202502.0,14.0,driver-focus,Joao Ferreira: the story so far,2025-03-26 03:17:40,675,83249.0,4151.0,314.0,40.4,5.36,6306.0,2025.0,Spain,14.0,7.0,11.0,0.0,Finished,Race Season
5214,202503.0,-1.0,qualifying-report,Sakura Grand Prix 2025 qualifying report,2025-04-03 14:16:01,1185,123716.0,5079.0,379.0,49.5,4.41,20158.0,2025.0,Japan,,,,,,Race Season
5215,202503.0,-1.0,race-recap,Sakura Grand Prix 2025 race highlights and analysis,2025-04-05 00:03:54,1380,288525.0,13077.0,826.0,47.1,4.82,52093.0,2025.0,Japan,,,,,,Race Season
5216,202503.0,1.0,driver-focus,Kasper Renn: the story so far,2025-04-06 08:08:28,960,111120.0,4098.0,495.0,42.6,4.13,12623.0,2025.0,Japan,1.0,1.0,2.0,18.0,Finished,Race Season
5217,202503.0,4.0,driver-focus,Elodie Marchand: the story so far,2025-04-06 13:09:31,1170,86464.0,3910.0,312.0,47.1,4.88,13235.0,2025.0,Japan,4.0,2.0,16.0,0.0,Finished,Race Season
5218,202503.0,8.0,driver-focus,Rhys Duffy: the story so far,2025-04-06 15:54:23,495,100231.0,4146.0,324.0,47.9,4.46,6601.0,2025.0,Japan,8.0,4.0,-1.0,0.0,Electrical,Race Season
5219,202503.0,-1.0,tech-analysis,How the cars evolved for Sakura Grand Prix 2025,2025-04-07 15:18:27,570,76997.0,2369.0,203.0,39.5,3.34,4816.0,2025.0,Japan,,,,,,Race Season
5220,202504.0,-1.0,qualifying-report,Redstone Grand Prix 2025 qualifying report,2025-04-17 01:11:08,1095,128040.0,4601.0,448.0,48.0,3.94,18694.0,2025.0,United States,,,,,,Race Season
5221,202504.0,-1.0,race-recap,Redstone Grand Prix 2025 race highlights and analysis,2025-04-18 15:51:37,1020,133194.0,7174.0,506.0,46.5,5.77,17548.0,2025.0,United States,,,,,,Race Season
5222,202504.0,2.0,driver-focus,Mateo Vidal: the story so far,2025-04-18 21:22:32,1485,62986.0,3175.0,240.0,49.6,5.42,12887.0,2025.0,United States,2.0,1.0,-1.0,0.0,Engine,Race Season
5223,202504.0,3.0,driver-focus,Luca Imai: the story so far,2025-04-20 04:39:24,900,123637.0,4438.0,372.0,58.8,3.89,18175.0,2025.0,United States,3.0,2.0,2.0,18.0,Finished,Race Season
5224,202504.0,-1.0,tech-analysis,How the cars evolved for Redstone Grand Prix 2025,2025-04-21 06:28:01,1290,36745.0,1543.0,78.0,55.1,4.41,7255.0,2025.0,United States,,,,,,Race Season
5225,202505.0,-1.0,race-recap,Lago Bianco Grand Prix 2025 race highlights and analysis,2025-05-01 05:37:12,630,159895.0,6378.0,589.0,65.4,4.36,18300.0,2025.0,Italy,,,,,,Race Season
5226,202505.0,-1.0,tech-analysis,How the cars evolved for Lago Bianco Grand Prix 2025,2025-05-02 17:24:50,1125,79483.0,3827.0,290.0,48.3,5.18,11997.0,2025.0,Italy,,,,,,Race Season
5227,202505.0,3.0,driver-focus,Luca Imai: the story so far,2025-05-03 16:19:15,960,125566.0,3978.0,388.0,53.8,3.48,18015.0,2025.0,Italy,3.0,2.0,5.0,10.0,Finished,Race Season
5228,202505.0,2.0,driver-focus,Mateo Vidal: the story so far,2025-05-04 04:47:57,1215,97805.0,2844.0,275.0,47.6,3.19,15712.0,2025.0,Italy,2.0,1.0,-1.0,0.0,Engine,Race Season
5229,202506.0,-1.0,qualifying-report,Nordbahn Grand Prix 2025 qualifying report,2025-05-13 08:11:11,855,63584.0,2489.0,163.0,46.8,4.17,7067.0,2025.0,Germany,,,,,,Race Season
5230,202506.0,-1.0,race-recap,Nordbahn Grand Prix 2025 race highlights and analysis,2025-05-14 01:50:51,945,352117.0,17480.0,847.0,55.5,5.2,51299.0,2025.0,Germany,,,,,,Race Season
5231,202506.0,12.0,driver-focus,Wei Tan: the story so far,2025-05-15 16:12:09,1005,98345.0,3966.0,289.0,49.2,4.33,13508.0,2025.0,Germany,12.0,6.0,9.0,2.0,Finished,Race Season
5232,202506.0,12.0,driver-focus,Wei Tan: the story so far,2025-05-17 11:24:31,1350,134803.0,6471.0,475.0,45.0,5.15,22748.0,2025.0,Germany,12.0,6.0,9.0,2.0,Finished,Race Season
5233,202507.0,-1.0,qualifying-report,Harbourside Grand Prix 2025 qualifying report,2025-05-25 23:13:30,1440,92073.0,3845.0,235.0,50.2,4.43,18488.0,2025.0,Australia,,,,,,Race Season
5234,202507.0,-1.0,race-recap,Harbourside Grand Prix 2025 race highlights and analysis,2025-05-26 20:31:59,960,152720.0,5434.0,329.0,41.0,3.77,16697.0,2025.0,Australia,,,,,,Race Season
5235,202507.0,12.0,driver-focus,Wei Tan: the story so far,2025-05-28 04:32:53,915,92704.0,4526.0,334.0,43.4,5.24,10226.0,2025.0,Australia,12.0,6.0,6.0,8.0,Finished,Race Season
5236,202507.0,8.0,driver-focus,Rhys Duffy: the story so far,2025-05-29 20:44:00,630,107661.0,2911.0,441.0,42.5,3.11,8007.0,2025.0,Australia,8.0,4.0,11.0,0.0,Finished,Race Season
5237,202507.0,-1.0,tech-analysis,How the cars evolved for Harbourside Grand Prix 2025,2025-05-30 11:45:23,1080,84602.0,4007.0,274.0,52.4,5.06,13299.0,2025.0,Australia,,,,,,Race Season
5238,202508.0,-1.0,qualifying-report,Vallee Verte Grand Prix 2025 qualifying report,2025-06-08 03:01:39,1320,55247.0,2702.0,193.0,55.2,5.24,11182.0,2025.0,France,,,,,,Race Season
5239,202508.0,-1.0,race-recap,Vallee Verte Grand Prix 2025 race highlights and analysis,2025-06-09 09:40:45,1080,280021.0,12772.0,1089.0,54.3,4.95,45615.0,2025.0,France,,,,,,Race Season
5240,202508.0,12.0,driver-focus,Wei Tan: the story so far,2025-06-10 06:11:22,855,114058.0,5636.0,374.0,42.9,5.27,11621.0,2025.0,France,12.0,6.0,1.0,25.0,Finished,Race Season
5241,202508.0,4.0,driver-focus,Elodie Marchand: the story so far,2025-06-12 03:13:26,735,79183.0,3527.0,217.0,55.6,4.73,8989.0,2025.0,France,4.0,2.0,15.0,0.0,Finished,Race Season
5242,202509.0,-1.0,race-recap,Aurora Grand Prix 2025 race highlights and analysis,2025-06-22 06:52:26,825,194577.0,8609.0,534.0,55.7,4.7,24837.0,2025.0,Canada,,,,,,Race Season
5243,202509.0,12.0,driver-focus,Wei Tan: the story so far,2025-06-23 02:33:08,1440,120892.0,5431.0,253.0,50.8,4.7,24565.0,2025.0,Canada,12.0,6.0,1.0,25.0,Finished,Race Season
5244,202509.0,4.0,driver-focus,Elodie Marchand: the story so far,2025-06-23 21:43:34,495,129886.0,6076.0,331.0,55.6,4.93,9930.0,2025.0,Canada,4.0,2.0,3.0,15.0,Finished,Race Season
5245,202509.0,-1.0,tech-analysis,How the cars evolved for Aurora Grand Prix 2025,2025-06-24 07:38:21,975,71005.0,3062.0,196.0,46.2,4.59,8885.0,2025.0,Canada,,,,,,Race Season
5246,202510.0,-1.0,race-recap,Al Dhafra Grand Prix 2025 race highlights and analysis,2025-07-04 23:46:16,1155,164338.0,8191.0,607.0,44.8,5.35,23621.0,2025.0,United Arab Emirates,,,,,,Race Season
5247,202510.0,4.0,driver-focus,Elodie Marchand: the story so far,2025-07-07 18:37:41,1290,117863.0,5451.0,330.0,46.1,4.9,19470.0,2025.0,United Arab Emirates,4.0,2.0,-1.0,0.0,Collision,Race Season
5248,202510.0,4.0,driver-focus,Elodie Marchand: the story so far,2025-07-08 05:03:16,1425,90922.0,3343.0,365.0,60.4,4.08,21738.0,2025.0,United Arab Emirates,4.0,2.0,-1.0,0.0,Collision,Race Season
5249,202510.0,-1.0,tech-analysis,How the cars evolved for Al Dhafra Grand Prix 2025,2025-07-08 17:40:18,765,60497.0,3191.0,116.0,40.9,5.47,5258.0,2025.0,United Arab Emirates,,,,,,Race Season
5250,202511.0,-1.0,qualifying-report,Tafelberg Grand Prix 2025 qualifying report,2025-07-17 09:03:30,1065,95979.0,4053.0,450.0,44.1,4.69,12522.0,2025.0,South Africa,,,,,,Race Season
5251,202511.0,-1.0,race-recap,Tafelberg Grand Prix 2025 race highlights and analysis,2025-07-18 02:58:28,1470,151974.0,4773.0,270.0,42.6,3.32,26436.0,2025.0,South Africa,,,,,,Race Season
5252,202511.0,3.0,driver-focus,Luca Imai: the story so far,2025-07-20 03:22:00,1080,164764.0,7036.0,612.0,60.4,4.64,29855.0,2025.0,South Africa,3.0,2.0,1.0,25.0,Finished,Race Season
5253,202511.0,2.0,driver-focus,Mateo Vidal: the story so far,2025-07-20 11:28:02,870,122423.0,4992.0,352.0,43.2,4.37,12781.0,2025.0,South Africa,2.0,1.0,11.0,0.0,Finished,Race Season
5254,202512.0,-1.0,qualifying-report,Serra Dourada Grand Prix 2025 qualifying report,2025-07-30 07:38:58,720,94364.0,3768.0,158.0,35.5,4.16,6700.0,2025.0,Brazil,,,,,,Race Season
5255,202512.0,8.0,driver-focus,Rhys Duffy: the story so far,2025-08-01 18:46:38,930,78443.0,2863.0,175.0,40.5,3.87,8207.0,2025.0,Brazil,8.0,4.0,11.0,0.0,Finished,Race Season
5256,202512.0,-1.0,race-recap,Serra Dourada Grand Prix 2025 race highlights and analysis,2025-08-01 19:23:48,1230,214612.0,8336.0,332.0,40.9,4.04,29990.0,2025.0,Brazil,,,,,,Race Season
5257,202512.0,3.0,driver-focus,Luca Imai: the story so far,2025-08-03 02:16:00,855,238302.0,10914.0,455.0,51.5,4.77,29147.0,2025.0,Brazil,3.0,2.0,4.0,12.0,Finished,Race Season
5258,202513.0,-1.0,qualifying-report,Baltica Grand Prix 2025 qualifying report,2025-08-11 22:14:48,705,89580.0,4135.0,394.0,51.8,5.06,9087.0,2025.0,Poland,,,,,,Race Season
5259,202513.0,-1.0,race-recap,Baltica Grand Prix 2025 race highlights and analysis,2025-08-13 06:23:03,540,208608.0,10410.0,511.0,41.2,5.24,12892.0,2025.0,Poland,,,,,,Race Season
5260,202513.0,8.0,driver-focus,Rhys Duffy: the story so far,2025-08-14 15:30:43,525,153664.0,5720.0,585.0,51.2,4.1,11474.0,2025.0,Poland,8.0,4.0,10.0,1.0,Finished,Race Season
5261,202513.0,4.0,driver-focus,Elodie Marchand: the story so far,2025-08-15 04:45:53,1185,89180.0,3584.0,238.0,42.5,4.29,12476.0,2025.0,Poland,4.0,2.0,3.0,15.0,Finished,Race Season
5262,202514.0,-1.0,qualifying-report,Marina Bay East Grand Prix 2025 qualifying report,2025-08-25 07:57:48,870,77734.0,3230.0,212.0,38.3,4.43,7195.0,2025.0,Singapore,,,,,,Race Season
5263,202514.0,-1.0,race-recap,Marina Bay East Grand Prix 2025 race highlights and analysis,2025-08-26 06:50:59,1455,201208.0,6081.0,722.0,46.3,3.38,37652.0,2025.0,Singapore,,,,,,Race Season
5264,202514.0,4.0,driver-focus,Elodie Marchand: the story so far,2025-08-28 20:06:55,615,139168.0,5606.0,511.0,55.7,4.4,13242.0,2025.0,Singapore,4.0,2.0,1.0,25.0,Finished,Race Season
5265,202514.0,4.0,driver-focus,Elodie Marchand: the story so far,2025-08-29 10:44:52,555,104081.0,4168.0,364.0,40.5,4.35,6499.0,2025.0,Singapore,4.0,2.0,1.0,25.0,Finished,Race Season
5266,202515.0,-1.0,qualifying-report,Highlands Grand Prix 2025 qualifying report,2025-09-07 04:19:02,1350,108706.0,4630.0,471.0,45.5,4.69,18548.0,2025.0,Netherlands,,,,,,Race Season
5267,202515.0,4.0,driver-focus,Elodie Marchand: the story so far,2025-09-08 13:50:22,540,99461.0,3801.0,364.0,45.7,4.19,6818.0,2025.0,Netherlands,4.0,2.0,3.0,15.0,Finished,Race Season
